"ITTER107","Territorio","TIPO_DATO_CIS","Indicatori","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","FORMA_INNOVAZ","Caratteristiche delle imprese","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",48061,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",50585,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",56547,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",8237,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",4345,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",11776,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",38657,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",20002,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",200306,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",102932,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",86517,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",5863,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",6266,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",7218,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",11447,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",12067,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",3064,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",14713,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",26728,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",16590,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",13479,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",20450,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",45609,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",167260,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",278823,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",6734,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",10556,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",32866,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",22825,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",51561,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",259922,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",159898,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",279941,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",7737,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",2147,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",4248,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",18307,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",4782,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",9340,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",9110,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",18714,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",20378,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",65853,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",67762,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",162021,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",146455,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",408859,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",17935,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",19385,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",20418,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2018","2018",29245,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2020","2020",33363,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2012","2012",284594,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2014","2014",188231,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RMACX","spesa per l'acquisizione di macchinari, attrezzature, software, fabbricati finalizzati all'innovazione","2016","2016",252588,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2012","2012",18188,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2014","2014",12805,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROEKX","spesa per l'acquisizione di conoscenza da altre imprese o istituzioni","2016","2016",8892,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2012","2012",29419,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2014","2014",27049,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","RDSGX","spesa per attività di progettazione tecnica ed estetica di nuovi prodotti e servizi (design)","2016","2016",13937,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2012","2012",31320,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2014","2014",30704,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","F","costruzioni","W_GE10","10 e più","ROTRX","spese per altre attività innovative","2016","2016",126395,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2012","2012",337632,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2014","2014",247426,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2016","2016",724405,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2018","2018",1341934,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDINX","spesa per ricerca e sviluppo svolta al proprio interno (R&S intra-muros)","2020","2020",1363650,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2012","2012",119630,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2014","2014",88838,,
"IT","Italia","RALLX","spesa per innovazione  (in migliaia di euro)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE10","10 e più","RRDEXX","spesa per l'acquisizione di servizi di  ricerca e sviluppo (R&Sextra-muros)","2016","2016",142282,,
